X_features	Y_features	association	p-values	q-values
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__Limnohabitans	CDOM	0.17263908724651622	0.1910308175955272	0.6002537677396785
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__Limnohabitans	INV	0.2433235622143468	0.06330661375887765	0.5050840248230944
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__Limnohabitans	PHYC	0.059991132558538406	0.6517386218129554	0.8669508068890334
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Betaproteobacteriales_D_4__Burkholderiaceae_D_5__Limnohabitans	Temp	-0.08653927127918824	0.5145800992335334	0.811530198477211
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	DO	0.33999009597498364	0.00842297910646695	0.1702580830061647
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	SPC	-0.3656528888626531	0.0044011656606632015	0.11573435626188419
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	pH	0.37661218238989885	0.003282114648638119	0.09883339534755617
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	NTU	0.1382375470451941	0.29642661359328715	0.65795356202027
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	YSI-PC	0.09145798763244052	0.49087533928933325	0.8001002397740543
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	YSI-Chl	0.05888459216802976	0.6577596556671068	0.8712593060490922
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	fDOM ppb	-0.2547549380567309	0.05151061413028952	0.45151279052475995
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	PO4	-0.31429368295543936	0.015339542598222119	0.24202389432750454
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	NH3	-0.21041477237751222	0.10968494065415016	0.528391082133987
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	NO3	-0.44186968233613144	0.0004589446987008772	0.028070177740351063
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	ECCFU	-0.0748528639856272	0.573131659230764	0.8334054896065329
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	ECMPN	-0.05549624060064303	0.6763302133645916	0.8823283367493834
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	TC 	-0.2240772166711917	0.08798701230634742	0.5214807207970457
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	TIC	-0.3888897519498331	0.002334509692324507	0.07787660507372059
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	TN	-0.02678245417880931	0.8404214722636395	0.9462394551496427
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	TOC	0.07895853439942635	0.5522147119464997	0.8244860057428273
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	CDOM	0.02099323373404485	0.8745992235439752	0.9533148320341162
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	INV	-0.0670721093319956	0.613743876691732	0.8521303396746609
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	PHYC	-0.05851997682126818	0.659748409967782	0.8733094776548593
D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria_D_3__Rhizobiales_D_4__Beijerinckiaceae_D_5__Methylocystis	Temp	0.27741071200609163	0.03340472553419729	0.3711562570907675
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	DO	-0.6012468926887696	4.764288433905832e-07	0.0005412231660917025
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	SPC	0.615458091600336	2.1323965380715268e-07	0.00030910798382369735
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	pH	-0.5858468781227479	1.0907407633584846e-06	0.0006883786150973547
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	NTU	-0.2674568572527864	0.040570649015327906	0.4100378761691504
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	YSI-PC	-0.1732745490027406	0.18937754968638604	0.5999244184153222
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	YSI-Chl	-0.19647156270588145	0.13585230979901974	0.5487782678050769
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	fDOM ppb	0.42854874737734555	0.0007084388320864274	0.03725863487269359
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	PO4	0.5771744355876103	1.707140543998931e-06	0.0008080465241594941
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	NH3	0.4782459478976352	0.000127621713056733	0.011983339418533813
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	NO3	0.07941598918066722	0.5499069321513409	0.8244860057428273
D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria_D_3__Steroidobacterales_D_4__Steroidobacteraceae_D_5__Steroidobacter	ECCFU	0.3461771335246669	0.007236994367856354	0.15749474333112679
